asin,reviewText,overall,category,summary
B009MA34NY,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,3.0,AMAZON_FASHION_5,They feel good but I will not recommended if you need Wide ...
B009MA34NY,"I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",3.0,AMAZON_FASHION_5,Get a half-size or more larger than usual.
B009MA34NY,Love them!  Very comfortable and great for weight training!,5.0,AMAZON_FASHION_5,Love them! Very comfortable and great for weight training
B009MA34NY,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,3.0,AMAZON_FASHION_5,Not as expected
B009MA34NY,Really comfortable and very cute.,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,These shoes are great.  This is the second pair that I have purchased and I love them.,5.0,AMAZON_FASHION_5,Really Comfortable Shoes
B009MA34NY,Fit to size. Comfortable,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,Picky daughter actually loves them.,5.0,AMAZON_FASHION_5,Worth it.
B009MA34NY,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,5.0,AMAZON_FASHION_5,Great sneakers!
B009MA34NY,Most comfortable training shoes I've worn in a long time.,5.0,AMAZON_FASHION_5,Lightweight yet supportive
B009MA34NY,"I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.",4.0,AMAZON_FASHION_5,but like them so far
B009MA34NY,I got a hot spot on the bottom of my foot the first day I wore them.,3.0,AMAZON_FASHION_5,Great red color
B009MA34NY,"Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)",4.0,AMAZON_FASHION_5,they'll work great!: )
B009MA34NY,Not a fan. Shoes looked great but too narrow for most feet.,3.0,AMAZON_FASHION_5,Shoes looked great but too narrow for most feet
B009MA34NY,"I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",5.0,AMAZON_FASHION_5,I love these shoes
B009MA34NY,fits perfect,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,5.0,AMAZON_FASHION_5,Very comfortable shoes. I have wide feet with falling arches
B009MA34NY,"Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.",1.0,AMAZON_FASHION_5,Did not fit my feet
B009MA34NY,After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,1.0,AMAZON_FASHION_5,Poor Quality. Don't buy.
B009MA34NY,Fit like gloves to my feet! Perfect for workouts.,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",4.0,AMAZON_FASHION_5,Does the job!
B009MA34NY,I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,4.0,AMAZON_FASHION_5,I liked these shoes a lot
B009MA34NY,Love them !!!,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,I love these shoes! Great arch support and perfect for cardio.,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,5.0,AMAZON_FASHION_5,... crossfit and find that these shoes help give me good support with my endurance workouts
B009MA34NY,"These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",3.0,AMAZON_FASHION_5,Unnacceptable. Zero support
B009MA34NY,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,5.0,AMAZON_FASHION_5,Great for walking!
B009MA34NY,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",5.0,AMAZON_FASHION_5,Simply Supreme.
B009MA34NY,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",5.0,AMAZON_FASHION_5,Soooo comfortable.....
B009MA34NY,Great shoes. Lightweight and comfortable,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,5.0,AMAZON_FASHION_5,BEST SHOES EVER!
B009MA34NY,These sneakers give me the motivation to workout because they feel so good and are great for any training,5.0,AMAZON_FASHION_5,... me the motivation to workout because they feel so good and are great for any training
B009MA34NY,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",3.0,AMAZON_FASHION_5,Hurt my knees and back running
B009MA34NY,Size 5. Very comfortable shoes. Love!,5.0,AMAZON_FASHION_5,Very comfortable shoes. Love
B009MA34NY,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.",5.0,AMAZON_FASHION_5,Great shoes
B009MA34NY,I always buy the same size this ones came to large,3.0,AMAZON_FASHION_5,large shoe
B009MA34NY,"Nice shoes, fit good",5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),5.0,AMAZON_FASHION_5,My wife loves these shoes.
B009MA34NY,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,5.0,AMAZON_FASHION_5,Love Love Love
B009MA34NY,"Look better than the picture, very comfortable, great support.",5.0,AMAZON_FASHION_5,PERFECT
B009MA34NY,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,5.0,AMAZON_FASHION_5,Nice shoe
B009MA34NY,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",5.0,AMAZON_FASHION_5,I am so happy with this purchase
B009MA34NY,Absolutely love them. Can even wear them without my insoles.,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.",3.0,AMAZON_FASHION_5,Cute
B009MA34NY,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",5.0,AMAZON_FASHION_5,Love
B009MA34NY,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",5.0,AMAZON_FASHION_5,Absolutely Perfect Shoe!!
B009MA34NY,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",5.0,AMAZON_FASHION_5,Comfortable and lightweight
B009MA34NY,Excellent,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",5.0,AMAZON_FASHION_5,Awesome shoes!
B009MA34NY,Super cute!,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,perfect,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",5.0,AMAZON_FASHION_5,Time to leave the fad of the month for something that works.
B009MA34NY,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",4.0,AMAZON_FASHION_5,A little annoying because I have to pay attention but they are ...
B009MA34NY,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",5.0,AMAZON_FASHION_5,and the toe area is pretty wide plus plenty long even with socks
B009MA34NY,"Perfect fit, very comfortable, and a great color. They also fit as expected.",5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,Really comfy and nice color,5.0,AMAZON_FASHION_5,Great and comfy for sports
B009MA34NY,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",4.0,AMAZON_FASHION_5,A bit pointier toe than depicted...
B009MA34NY,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,5.0,AMAZON_FASHION_5,Best shoes ever!!!
B009MA34NY,Very comfortable and looks great!,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,Love this shoes so comfy and great very everyday use. Runs big,5.0,AMAZON_FASHION_5,Fits wonderful
B009MA34NY,Nice looking and fit nice,4.0,AMAZON_FASHION_5,Four Stars
B009MA34NY,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",4.0,AMAZON_FASHION_5,Comfortable and lightweight
B009MA34NY,Perfict fit for me. Great looking shoes at a great price.,5.0,AMAZON_FASHION_5,nice
B009MA34NY,The sneakers are very comfortable and fit to size.,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",5.0,AMAZON_FASHION_5,Wide Feet so Somewhat Tight
B009MA34NY,I really like them!,4.0,AMAZON_FASHION_5,Four Stars
B009MA34NY,Good light weight shoe...had to add insole for more support.,4.0,AMAZON_FASHION_5,Four Stars
B009MA34NY,I love my tennis shoes,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.",3.0,AMAZON_FASHION_5,"LOOKS GOOD, FEELS ICKY!"
B009MA34NY,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",5.0,AMAZON_FASHION_5,Love it!! Definetly recommend it
B009MA34NY,Excelente,5.0,AMAZON_FASHION_5,Five Stars
B009MA34NY,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",2.0,AMAZON_FASHION_5,Cheap
B009MA34NY,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",4.0,AMAZON_FASHION_5,Pretty comfortable pair of running shoes
B0092UF54A,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",4.0,AMAZON_FASHION_5,Pretty comfortable pair of running shoes
B0092UF54A,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,3.0,AMAZON_FASHION_5,I always get a half size up in my tennis ...
B0092UF54A,Put them on and walked 3 hours with no problem! Love them! So light feeling,5.0,AMAZON_FASHION_5,Love them! So light feeling
B0092UF54A,excelente,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",4.0,AMAZON_FASHION_5,you feel like you have a lot of room
B0092UF54A,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",5.0,AMAZON_FASHION_5,Exactly What I Was Looking For
B0092UF54A,I recommend that!,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"My son likes these, and this is the 2nd pair he's worn.",5.0,AMAZON_FASHION_5,"Good shoes, tolerable price."
B0092UF54A,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",5.0,AMAZON_FASHION_5,LOVE my new sneakers!
B0092UF54A,Love these shoes!,5.0,AMAZON_FASHION_5,Very confortable!
B0092UF54A,Comfortable,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Fit fine...did not like color in person,3.0,AMAZON_FASHION_5,Three Stars
B0092UF54A,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,3.0,AMAZON_FASHION_5,somewhat large fit
B0092UF54A,Really great for walking I'm very glad I got these and the color is fun,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,ok but too big,3.0,AMAZON_FASHION_5,Three Stars
B0092UF54A,Love these shoes.. they are so comfortable.,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",5.0,AMAZON_FASHION_5,Great Shoe
B0092UF54A,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",5.0,AMAZON_FASHION_5,Love these shoes
B0092UF54A,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",3.0,AMAZON_FASHION_5,Its not as comfortable as I was expecting
B0092UF54A,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,5.0,AMAZON_FASHION_5,Very Comfortable
B0092UF54A,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,5.0,AMAZON_FASHION_5,The color pattern and fit is what I liked the most what I liked the least is that ...
B0092UF54A,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",5.0,AMAZON_FASHION_5,Great shoe for the price!
B0092UF54A,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",5.0,AMAZON_FASHION_5,Great shoe!
B0092UF54A,The material is real then hope they don't fall apart . to expensive for what you get.,3.0,AMAZON_FASHION_5,Three Stars
B0092UF54A,Nice,3.0,AMAZON_FASHION_5,Three Stars
B0092UF54A,Gracias,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,5.0,AMAZON_FASHION_5,Love these shoes
B0092UF54A,Great arch support and comfortable.,5.0,AMAZON_FASHION_5,Great cross trainer
B0092UF54A,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,4.0,AMAZON_FASHION_5,They are comfortable for the most but just a bit narrow
B0092UF54A,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,5.0,AMAZON_FASHION_5,staple sneakers
B0092UF54A,My daughter loves these shoes. Fit true to size.,5.0,AMAZON_FASHION_5,Great looking shoe
B0092UF54A,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,5.0,AMAZON_FASHION_5,Great shoes.
B0092UF54A,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,3.0,AMAZON_FASHION_5,"Style 10/10, Comfort 3/10"
B0092UF54A,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",5.0,AMAZON_FASHION_5,these shoes are great! Very lightweight and fits comfortably on my feet ...
B0092UF54A,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,5.0,AMAZON_FASHION_5,Great shoes. Fit perfectly
B0092UF54A,I love them! They fit perfect and are very comfortable!!,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,5.0,AMAZON_FASHION_5,Perfect. Lightweight and comfortable all day
B0092UF54A,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,5.0,AMAZON_FASHION_5,My knees feel better so so hard so good
B0092UF54A,Love the color!,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.",4.0,AMAZON_FASHION_5,"Comfortable, lightweight Xtrainer"
B0092UF54A,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",5.0,AMAZON_FASHION_5,Great shoe!
B0092UF54A,They looked very cheap,1.0,AMAZON_FASHION_5,Returned...looked cheap
B0092UF54A,The fit is as expected,5.0,AMAZON_FASHION_5,Fits to size
B0092UF54A,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,5.0,AMAZON_FASHION_5,Very comfortable shoes. This is my second pair of this ...
B0092UF54A,"Comfortable, consistent each time I order and good looking",5.0,AMAZON_FASHION_5,Sleek and sporty
B0092UF54A,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,5.0,AMAZON_FASHION_5,I love the shoes and the description and photos were accurate
B0092UF54A,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,5.0,AMAZON_FASHION_5,Great fit!
B0092UF54A,I always order a 1/2 size up in workout shoes.,5.0,AMAZON_FASHION_5,Lightweight
B0092UF54A,"I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",1.0,AMAZON_FASHION_5,Squeaky soles
B0092UF54A,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,2.0,AMAZON_FASHION_5,Two Stars
B0092UF54A,Exactly what I expected! Comfortable and chic,5.0,AMAZON_FASHION_5,Comfortable and
B0092UF54A,They were a gift  to my daughter she loved them,5.0,AMAZON_FASHION_5,Their Cute and Pink
B0092UF54A,Love these comfy shoes. they fit like a glove.,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Very confortable.,5.0,AMAZON_FASHION_5,Smooth and confortable.
B0092UF54A,i love these shoes.,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",5.0,AMAZON_FASHION_5,decent arch support and comfortably to wear all day doing regular activity and sprinting
B0092UF54A,daughter loves them,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",5.0,AMAZON_FASHION_5,Good shoes
B0092UF54A,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",4.0,AMAZON_FASHION_5,Good shoes
B0092UF54A,Wife loves them!,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Artculo equivocado en color,1.0,AMAZON_FASHION_5,One Star
B0092UF54A,"On the left shoe, there were two stained yellow spots.",3.0,AMAZON_FASHION_5,Not in perfect condition
B0092UF54A,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.",5.0,AMAZON_FASHION_5,"Very comfortable, cute, and long-lasting"
B0092UF54A,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!",5.0,AMAZON_FASHION_5,"Super light-weight, nice tread and arch support - love them so far!"
B0092UF54A,I Love it. It is very light and the color is great.,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",5.0,AMAZON_FASHION_5,My wife loves these shoes. We have both been ...
B0092UF54A,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",5.0,AMAZON_FASHION_5,New Favorite Shoes
B0092UF54A,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",2.0,AMAZON_FASHION_5,Foam compresses
B0092UF54A,She loves them,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",3.0,AMAZON_FASHION_5,I usually wear a 9 but could have easily ordered a 8
B0092UF54A,great,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,c,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,Love them!,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",3.0,AMAZON_FASHION_5,Fits snug
B0092UF54A,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.",3.0,AMAZON_FASHION_5,"Not sure why, but my mid section of my ..."
B0092UF54A,My New Gym shoes! Love them,4.0,AMAZON_FASHION_5,Love
B0092UF54A,Perfect!,5.0,AMAZON_FASHION_5,Five Stars
B0092UF54A,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,1.0,AMAZON_FASHION_5,TOO NARROW!
